"latitud","longitud"
-39.89,-56.66
-39.86,-56.65
-39.99,-56.63
-39.8,-56.66
-39.93,-56.72
-39.93,-56.19
-39.76,-56.1
-39.91,-56.2
-39.91,-56.69
-39.87,-56.27
-39.97,-56.3
-39.84,-56.16
-39.7,-56.13
-39.5,-56.05
-39.83,-56.28
-39.93,-56.48
-40,-56.27
-39.83,-56.1
-39.62,-55.92
-39.95,-56.28
-39.77,-56.13
-39.62,-56.02
-39.48,-55.93
-39.8,-56.07
-39.99,-56.18
-39.81,-56.04
-39.69,-55.97
-39.97,-56.23
-39.78,-56.1
-39.78,-56.1
-39.97,-56.18
-39.75,-56.02
-39.6,-55.9
-39.98,-56.18
-39.79,-55.99
-39.52,-55.88
-39.45,-55.93
-39.64,-56.07
-39.93,-56.2
-39.75,-56.08
-39.57,-55.92
-39.99,-56.16
-39.91,-56.09
-39.95,-56.17
-39.77,-56.05
-39.57,-56.9
-37.97,-55.37
-37.77,-55.22
-37.55,-55.02
-38,-55.38
-37.8,-55.22
-37.63,-55.02
-39.78,-56.02
-37.8,-55.22
-37.57,-55.05
-37.37,-54.87
-37.83,-55.2
-37.63,-54.98
-37.45,-54.78
-37.97,-55.28
-37.97,-55.25
-37.77,-55.13
-37.57,-54.92
-38.62,-55.52
-38.4,-55.42
-38.18,-55.33
-39.54,-55.87
-39.31,-55.79
-39.11,-55.71
-37.63,-54.93
-37.45,-54.73
-37.3,-54.58
-39.3,-55.82
-39.16,-55.71
-38.94,-55.59
-39.27,-55.88
-39.1,-55.78
-38.95,-55.7
-37.7,-55
-37.53,-54.87
-37.53,-54.93
-37.72,-55
-39.16,-55.74
-38.99,-55.64
-38.84,-55.56
-39.15,-55.75
-38.93,-55.65
-38.82,-55.58
-37.62,-54.92
-37.45,-54.73
-37.47,-54.8
-39.13,-55.72
-38.93,-55.6
-38.8,-55.51
-39.15,-55.77
-38.93,-55.63
-38.78,-55.55
-39.12,-55.72
-38.98,-55.6
-39.13,-55.67
-38.98,-56.54
-39.07,-56.43
-39.16,-56.33
-39.18,-55.74
-39.05,-55.67
-39.22,-55.76
-39.17,-55.77
-38.95,-55.58
-38.77,-55.52
-38.7,-55.53
-38.92,-55.6
-38.7,-55.47
-39.61,-56.35
-39.75,-56.35
-39.89,-56.35
-39.2,-55.76
-39.43,-55.85
-39.56,-55.9
-39.4,-55.75
-39.43,-55.85
-39.55,-55.76
-39.57,-56.22
-39.47,-56.03
-39.55,-56.28
-39.57,-56.23
-39.62,-56.08
-39.47,-56.2
-38.99,-55.83
-38.88,-55.77
-38.75,-55.7
-39.53,-55.9
-39.36,-55.79
-39.18,-55.69
-39.52,-55.88
-39.35,-55.78
-39.24,-55.68
-38.4,-56.93
-38.23,-56.73
-39.25,-55.77
-38.78,-55.74
-38.65,-55.67
-38.51,-55.61
-39.53,-55.86
-39.31,-55.75
-39.07,-55.63
-39.35,-55.77
-39.12,-55.66
-38.89,-55.54
-39.26,-55.69
-39.26,-55.7
-39.04,-55.6
-38.92,-55.6
-38.68,-55.48
-39.9,-57.38
-38.82,-55.5
-39.29,-55.71
-39.07,-55.61
-38.85,-55.5
-39.86,-57.32
-39.59,-59.03
-39.78,-59.09
-37.82,-56.59
-37.7,-56.48
-37.58,-56.39
-37.5,-56.34
-37.71,-56.51
-37.58,-56.4
-37.47,-56.28
-37.68,-56.5
-37.56,-56.4
-37.56,-56.45
-38.21,-56.96
-38.25,-57.04
-38.3,-57.11
-38.38,-57.27
-38.36,-57.27
-38.45,-57.42
-38.54,-57.57
-38.43,-57.41
-38.33,-57.25
-38.33,-57.27
-38.43,-57.48
-38.34,-57.31
-38.25,-57.16
-38.54,-57.7
-38.46,-57.53
-38.37,-57.39
-39.97,-59.21
-38.67,-57.99
-38.6,-57.81
-38.53,-57.65
-38.45,-57.52
-38.53,-57.67
-38.6,-57.84
-38.34,-57.3
-38.43,-57.46
-38.52,-57.6
-38.42,-57.4
-38.51,-57.54
-38.57,-57.65
-38.6,-57.65
-38.42,-57.37
-38.49,-57.53
-38.56,-57.68
-38.75,-58.14
-38.67,-57.97
-38.61,-57.8
-38.77,-58.16
-38.69,-57.98
-38.63,-57.81
-38.74,-58.05
-38.81,-58.22
-38.88,-58.38
-38.85,-58.28
-38.75,-58.11
-38.82,-58.28
-38.87,-58.34
-38.8,-58.19
-38.63,-57.78
-38.72,-57.96
-38.8,-58.13
-38.5,-57.51
-38.59,-57.68
-38.68,-57.85
-39.93,-59.02
-38.48,-57.47
-38.56,-57.65
-38.64,-57.82
-39.9,-59.28
-38.44,-57.37
-38.48,-57.46
-38.58,-57.62
-38.35,-57.22
-38.45,-57.37
-38.55,-57.53
-38.21,-56.97
-38.31,-57.13
-38.41,-57.29
-38.55,-57.61
-38.63,-57.79
-38.71,-57.96
-38.71,-57.92
-38.63,-57.76
-38.55,-57.6
-38.86,-58.25
-38.71,-57.89
-38.78,-58.07
-39.1,-58.66
-39.17,-58.85
-39.22,-59.03
-38.88,-58.35
-38.8,-58.19
-38.75,-58.09
-38.73,-58.05
-38.66,-57.9
-38.59,-57.73
-38.69,-57.98
-38.61,-57.81
-38.58,-57.66
-38.62,-58.76
-38.71,-57.94
-38.78,-58.11
-38.62,-57.69
-38.54,-57.52
-38.45,-57.36
-38.71,-57.97
-38.64,-57.8
-38.56,-57.63
-39.13,-58.76
-39.19,-58.95
-39.26,-59.13
-39.27,-59.13
-39.18,-58.95
-39.24,-59.13
-39.36,-59.49
-39.28,-59.3
-39.23,-59.11
-38.86,-58.3
-38.79,-58.13
-38.71,-57.95
-39.17,-58.81
-39.22,-58.98
-39.28,-59.17
-39.3,-59.34
-39.25,-59.15
-39.35,-59.46
-39.27,-59.29
-39.23,-59.09
-39.34,-59.38
-39.28,-59.2
-38.89,-58.44
-38.85,-58.25
-38.79,-58.07
-38.85,-58.28
-38.8,-58.07
-38.86,-58.26
-38.86,-58.33
-38.8,-58.14
-38.82,-58.26
-38.67,-57.89
-38.74,-58.06
-38.8,-58.25
-38.57,-57.66
-38.64,-57.83
-38.7,-58.01
-38.46,-57.44
-38.54,-57.62
-38.6,-57.79
-38.75,-58.19
-38.68,-58.02
-38.61,-57.84
-39.15,-58.93
-39.2,-59.12
-39.26,-59.22
-39.24,-59.2
-39.18,-59.01
-39.13,-58.82
-39.33,-59.36
-39.27,-59.18
-39.21,-58.99
-39.34,-59.36
-39.29,-59.18
-39.6,-59.37
-39.74,-59.47
-39.97,-58.56
-39.32,-57.41
-38.77,-58.09
-38.71,-57.94
-38.64,-57.78
-35.37,-53.8
-39.72,-57.88
-39.83,-57.9
-39.98,-57.9
-35.63,-54.35
-38.98,-58.99
-39.05,-59.21
-39.09,-59.44
-37.28,-56.47
-37.47,-56.8
-39.19,-59.32
-39.11,-59.16
-39.14,-59.38
-38.9,-59.5
-38.87,-59.44
-38.91,-59.3
-38.91,-59.43
-39.31,-59.29
-39.39,-59.46
-39.39,-59.46
-39.32,-59.28
-39.25,-59.1
-39.4,-59.46
-39.33,-59.28
-39.4,-59.42
-39.31,-59.21
-39.38,-59.37
-39.37,-59.38
-39.31,-59.2
-39.39,-59.35
-39.39,-59.4
-39.32,-59.19
-39.4,-59.35
-39.37,-59.49
-39.3,-59.32
-39.32,-59.16
-39.4,-59.32
-39.48,-59.5
-39.67,-59.37
-39.79,-59.47
-39.38,-59.5
-39.31,-59.33
-39.24,-59.16
-39.33,-59.45
-39.26,-59.27
-39.2,-59.1
-39.41,-59.48
-39.33,-59.3
-39.26,-59.12
-39.95,-57.38
-39.8,-56.25
-39.94,-56.3
-39.73,-56.24
-39.88,-56.27
-39.73,-56.2
-39.88,-56.26
-39.74,-56.18
-39.87,-56.22
-38.99,-55.85
-38.87,-55.78
-38.74,-55.71
-39.61,-56.22
-39.75,-56.23
-39.88,-56.29
-39.89,-56.26
-37.27,-56.2
-37.09,-56
-39.45,-56.43
-39.97,-56.25
-39.89,-56.26
-39.78,-56.19
-39.92,-56.26
-35.95,-54.58
-35.86,-54.37
-35.93,-54.55
-35.85,-54.31
-35.69,-54.09
-39.89,-56.23
-35.52,-54.96
-35.67,-54.09
-35.51,-53.96
-35.65,-54.09
-35.5,-53.95
-35.6,-53.83
-39.97,-56.32
-35.65,-54.08
-39.94,-56.33
-39.93,-56.35
-39.84,-56.21
-39.12,-59.04
-39.31,-59.06
-39.33,-59.15
-39.53,-59.27
-39.91,-56.27
-39.79,-56.17
-39.69,-56.17
-39.8,-56.45
-39.96,-56.78
-39.89,-56.63
-39.98,-56.65
-39.92,-56.76
-40,-56.91
-39.91,-56.97
-39.99,-57.12
-39.94,-56.31
-39.83,-56.2
-39.67,-55.88
-39.87,-55.99
-39.68,-55.88
-38.88,-58.03
-38.55,-57.5
-39.91,-56.85
-39.92,-56.86
-39.92,-56.88
-39.9,-57.02
-39.82,-56.83
-39.72,-56.86
-39.84,-56.84
-39.81,-56.68
-39.82,-56.96
-39.91,-57.12
-39.92,-57.22
-39.97,-57.37
-39.96,-57.38
-39.87,-56.23
-39.73,-56.18
-39.67,-56.19
-39.53,-56.1
-39.39,-56.02
-39.96,-56.91
-39.94,-56.32
-39.8,-56.23
-39.94,-56.34
-39.8,-56.24
-39.66,-56.19
-39.87,-56.31
-39.74,-56.23
-39.92,-56.36
-39.78,-56.27
-39.75,-59.08
-39.91,-56.37
-39.78,-56.28
-39.98,-56.33
-39.85,-56.24
-39.87,-56.36
-39.87,-56.4
-39.75,-56.29
-39.97,-56.49
-39.83,-56.37
-39.7,-56.27
-39.93,-56.48
-39.81,-56.38
-39.69,-56.28
-39.98,-56.58
-39.86,-56.46
-39.74,-56.35
-39.53,-56.17
-39.68,-56.19
-39.81,-56.26
-39.83,-56.65
-39.91,-56.76
-39.99,-56.89
-39.93,-57.35
-39.81,-57.24
-39.91,-57.36
-39.79,-57.25
-39.22,-57.97
-39.86,-56.99
-39.99,-56.99
-37.45,-56.28
-37.47,-56.27
-35.9,-54.45
-35.79,-54.26
-35.63,-54.06
-35.49,-53.87
-39.41,-55.82
-39.53,-55.91
-39.37,-55.81
-39.52,-55.91
-36.58,-56.1
-36.48,-56.03
-34.95,-52.7
-34.8,-52.58
-34.68,-52.49
-34.68,-52.56
-34.78,-52.66
-34.99,-52.73
-39.53,-55.89
-39.27,-55.75
-39.29,-55.77
-35.18,-52.95
-39.38,-55.85
-39.16,-55.75
-38.93,-55.63
-39.1,-55.71
-38.86,-55.59
-38.63,-55.47
-38.88,-55.58
-38.66,-55.47
-38.41,-55.47
-39.14,-55.7
-38.92,-55.59
-38.69,-55.48
-38.3,-55.14
-38.07,-55.27
-37.85,-55.14
-38.33,-55.37
-38.14,-55.3
-37.91,-55.19
-38.28,-55.35
-38.08,-55.11
-37.87,-55.16
-38.19,-55.32
-37.97,-55.21
-37.89,-55.13
-37.68,-54.94
-37.93,-55.16
-37.76,-55.02
-37.6,-54.88
-37.94,-55.17
-37.73,-55.08
-38.35,-55.92
-38.16,-55.65
-38.02,-55.43
-39.53,-55.87
-39.3,-55.73
-39.11,-55.65
-37.92,-55.16
-37.76,-55.02
-37.62,-54.87
-37.9,-55.15
-37.75,-55.02
-37.62,-54.88
-37.9,-55.14
-37.76,-55.03
-37.61,-54.87
-37.91,-55.15
-37.74,-55
-37.58,-54.86
-37.72,-54.99
-37.56,-54.81
-37.42,-54.65
-37.67,-54.93
-37.57,-54.78
-37.39,-54.61
-39.75,-57.15
-39.87,-57.18
-39.98,-57.2
-38.99,-55.56
-38.81,-55.45
-38.62,-55.39
-39.97,-57.22
-39.82,-57.18
-38.99,-55.56
-38.81,-55.45
-38.63,-55.4
-39.97,-57.23
-39.82,-57.2
-39,-55.51
-38.83,-55.39
-38.66,-55.32
-39.95,-57.25
-38.93,-55.47
-38.78,-55.36
-38.62,-55.31
-38.92,-55.47
-38.77,-55.37
-38.6,-55.3
-38.93,-55.48
-38.77,-55.36
-38.59,-55.28
-38.8,-55.4
-38.67,-55.32
-38.42,-55.28
-38.82,-55.4
-38.67,-55.32
-38.49,-55.28
-39.93,-57.32
-38.93,-55.48
-38.77,-55.37
-38.62,-55.32
-38.94,-55.48
-38.78,-55.37
-39.98,-57.37
-39.83,-57.35
-38.98,-55.5
-38.82,-55.4
-38.63,-55.33
-38.92,-55.47
-38.77,-55.37
-38.6,-55.3
-39.98,-56.38
-39.87,-56.38
-39.35,-54.83
-39.32,-54.85
-39.48,-54.73
-39.5,-54.7
-39.85,-56.37
-39.97,-56.33
-36.32,-52.75
-36.38,-52.83
-34.98,-52.69
-34.77,-52.55
-34.58,-52.42
-34.58,-52.67
-34.92,-53.6
-34.98,-53.82
-35.1,-54.03
-35.1,-54.25
-35.27,-54.07
-35.38,-54.72
-35.5,-54.53
-35.4,-54.7
-35.57,-54.88
-37.88,-55.13
-37.75,-55.02
-37.65,-54.92
-37.95,-54.08
-37.83,-53.98
-37.88,-54.03
-37.88,-54.03
-38.92,-55.48
-38.77,-55.37
-38.58,-55.3
-38,-54.08
-35.6,-55.07
-35.47,-54.87
-35.33,-54.68
-38.9,-55.45
-38.77,-55.37
-38.6,-55.32
-36.55,-52.95
-36.38,-52.83
-36.38,-52.85
-36.53,-52.97
-35.42,-54.75
-35.53,-54.93
-35.42,-54.75
-36.53,-52.82
-36.4,-52.85
-36.53,-52.98
-36.38,-52.83
-36.63,-53.35
-36.53,-52.95
-36.38,-52.82
-36.52,-53
-36.52,-53.02
-39.98,-57.08
-39.8,-57.08
-39.95,-57.07
-39.73,-55.78
-39.77,-55.73
-39.8,-55.73
-39.8,-55.7
-39.77,-57.07
-39.92,-57.05
-39.8,-56.13
-39.98,-56.27
-39.8,-56.13
-39.75,-57.05
-39.9,-57
-39.77,-56.95
-39.73,-56.03
-39.9,-57.15
-39.75,-57.15
-39.65,-57.18
-39.93,-57.15
-39.95,-57.17
-39.98,-57.13
-38.91,-55.45
-38.79,-55.35
-38.96,-55.45
-38.92,-55.46
-38.79,-55.35
-38.94,-55.44
-38.94,-55.45
-38.77,-55.32
-39.84,-56.74
-39.97,-56.79
-39.92,-56.74
-39.94,-56.81
-39.75,-56.78
-39.89,-56.82
-38.95,-55.46
-38.79,-55.33
-38.95,-55.47
-39.88,-56.84
-38.96,-55.47
-38.79,-55.47
-38.62,-55.29
-39.99,-56.9
-38.48,-55.33
-38.32,-55.3
-38.55,-55.27
-38.97,-55.45
-38.78,-55.32
-38.63,-55.22
-37.65,-54.9
-37.48,-54.72
-37.37,-54.62
-37.83,-55.1
-37.6,-54.87
-39.85,-55.97
-39.72,-55.97
-38.97,-55.45
-38.82,-55.3
-38.97,-55.47
-39.97,-56.84
-37.55,-54.78
-37.55,-54.8
-37.82,-55.1
-37.7,-54.95
-37.88,-55.12
-39.68,-55.83
-39.9,-56.12
-39.96,-56.79
-39.93,-56.75
-39.85,-56.61
-39.94,-56.6
-39.84,-56.44
-39.79,-56.28
-39.81,-56.31
-39.88,-56.25
-39.95,-56.34
-39.96,-56.91
-39.72,-54.98
-39.75,-54.93
-39.65,-54.9
-39.65,-54.75
-39.6,-54.7
-39.98,-57.24
-39.99,-57.27
-40,-57.16
-35.6,-56.5
-35.69,-56.63
-35.62,-56.51
-35.66,-56.64
-35.64,-56.49
-35.67,-56.58
-35.58,-56.43
-39.33,-59.35
-39.27,-59.17
-39.2,-59.01
-39.4,-59.49
-39.34,-59.34
-39.28,-59.17
-39.38,-59.38
-39.37,-59.4
-39.32,-59.23
-39.26,-59.09
-39.3,-59.24
-39.36,-59.42
-39.38,-59.41
-39.35,-59.17
-39.4,-59.35
-39.39,-59.36
-39.97,-56.94
-39.93,-56.74
-39.92,-56.55
-39.71,-56.24
-39.56,-56.18
-39.43,-56.12
-37.47,-56.33
-37.58,-56.33
-37.7,-56.55
-37.25,-56.08
-37.37,-56.18
-37.43,-56.23
-37.18,-55.98
-37.28,-56.13
-37.38,-56.23
-37.27,-56.13
-37.18,-56
-37.1,-55.83
-37.18,-56.03
-37.12,-55.87
-37.05,-55.77
-38.13,-56.95
-38.25,-57.13
-38.57,-57.67
-38.63,-57.83
-38.7,-58
-39.17,-58.93
-39.23,-59.1
-39.3,-59.27
-39.3,-59.32
-39.23,-59.13
-39.17,-58.97
-39.37,-59.45
-39.28,-59.28
-39.22,-59.12
-39.27,-59.15
-39.33,-59.32
-39.27,-59.15
-39.28,-59.13
-39.35,-59.32
-39.47,-58.43
-39.28,-59.15
-39.35,-59.3
-39.45,-59.42
-39.27,-59.08
-39.35,-59.27
-39.32,-59.25
-39.27,-59.08
-39.35,-59.22
-39.35,-59.22
-39.3,-59.03
-39.35,-59.18
-39.35,-59.43
-39.28,-59.27
-39.28,-59.27
-39.37,-59.43
-39.3,-59.27
-39.32,-59.27
-39.4,-59.45
-37.57,-53.78
-37.63,-53.67
-37.58,-53.62
-37.17,-53.45
-37.15,-53.53
-37.13,-53.58
-37.13,-53.63
-37.13,-54.05
-38,-54.1
-37.88,-54.02
-37.88,-54.2
-37.98,-54.1
-37.98,-54.08
-37.9,-54.17
-37.93,-54.13
-38.02,-54.08
-38.02,-54.05
-37.92,-54.15
-38,-54.1
-37.9,-54.18
-37.88,-54.2
-38,-54.1
-38,-54.12
-37.57,-53.65
-37.57,-53.65
-37.57,-53.68
-37.58,-53.32
-36.38,-52.85
-37.57,-53.67
-37.57,-53.65
-37.58,-53.65
-37.55,-53.58
-37.55,-53.57
-37.58,-53.67
-37.58,-53.65
-37.6,-53.63
-39.45,-59.37
-39.37,-59.2
-39.3,-59.03
-37.55,-53.58
-38.87,-58.38
-38.78,-58.22
-38.68,-58.63
-39.37,-54.63
-39.35,-54.5
-36.1,-56.07
-38.75,-58.15
-38.83,-58.3
-38.85,-58.23
-35.77,-55.62
-35.78,-55.55
-38.58,-57.77
-38.52,-57.58
-38.43,-57.42
-35.88,-55.57
-35.82,-55.57
-38.63,-57.83
-38.55,-57.68
-38.52,-57.67
-35.85,-55.28
-39.92,-57.57
-36,-55.42
-35.77,-55.17
-35.95,-55.33
-39,-56.6
-37.75,-56.58
-37.62,-56.48
-37.5,-56.37
-37.42,-56.27
-37.28,-56.13
-37.2,-56
-37.9,-55.63
-38,-55.6
-38.12,-55.65
-38.43,-55.65
-38.57,-55.65
-38.7,-55.7
-38.55,-55.62
-38.57,-55.62
-38.7,-55.65
-38.37,-55.6
-38.5,-55.58
-38.65,-55.6
-38.35,-55.6
-38.48,-55.57
-38.33,-55.55
-38.35,-55.62
-38.5,-55.63
-38.37,-55.65
-39.95,-59.16
